uMarka,urunKategorileri,urunKategorileriTwo,urunKategorileriThree,urunKategorileriFour,urunKategorileriFive,urunKategorileriSix,urunKategorileriSeven,urunAdi,urunAciklama,urunFoto,urunURL
Fairy,DeterjanVeTemizlik,Elde Bulaşık Yıkama Ürünleri,,,,,,Fairy 1350 ml Sıvı Bulaşık Deterjanı Portakal,,https://www.cagri.com/Uploads/Images/load.gif,https://www.cagri.com/fairy-1350-ml-sivi-bulasik-deterjani-portakal
Finish,DeterjanVeTemizlik,Bulaşık Makinesi Tabletleri,,,,,,Finish Quantum Tablet 40'lı,,https://www.cagri.com/Uploads/Images/load.gif,https://www.cagri.com/finish-quantum-tablet-40li
Finish,DeterjanVeTemizlik,Bulaşık Makinesi Tabletleri,,,,,,Finish Bulaşık Tablet Quantum 60'lı,,https://www.cagri.com/Uploads/Images/load.gif,https://www.cagri.com/finish-bulasik-tablet-quantum-60li
Maxi,DeterjanVeTemizlik,Bulaşık Makinesi Koruyucular,,,,,,Maxi Klean Bulaşık Makinası Temizleyicisi 250 ml,,https://www.cagri.com/Uploads/Images/load.gif,https://www.cagri.com/maxi-klean-bulasik-mak.temizleyicisi-250-ml-12823
Finish,DeterjanVeTemizlik,Bulaşık Makinesi Tuzları,,,,,,Finish Tuz 1500 gr 2.si %50 İndirimli,,https://www.cagri.com/Uploads/Images/load.gif,https://www.cagri.com/finish-tuz-1500-gr-2.si-50-indirimli-13093
Pril,DeterjanVeTemizlik,Bulaşık Makinesi Tuzları,,,,,,Pril Tuz 2000 gr,,https://www.cagri.com/Uploads/Images/load.gif,https://www.cagri.com/pril-tuz-2000-gr-15180
Fairy,DeterjanVeTemizlik,Elde Bulaşık Yıkama Ürünleri,,,,,,Fairy 1350 ml Sıvı Bulaşık Deterjanı Nar,,https://www.cagri.com/Uploads/Images/load.gif,https://www.cagri.com/fairy-sivi-bulasik-deterjani-nar-1350-ml
Kalyon,DeterjanVeTemizlik,Bulaşık Makinesi Koruyucular,,,,,,Kalyon Bulaşık Makinesi Parlatıcısı 500 ml Klasik,,https://www.cagri.com/Uploads/Images/load.gif,https://www.cagri.com/kalyon-bulasik-makinesi-parlaticisi-500-gr-klasik
Finish,DeterjanVeTemizlik,Bulaşık Makinesi Tabletleri,,,,,,Finish Quantum Tablet Max  Limon 58 li,,https://www.cagri.com/Uploads/Images/load.gif,https://www.cagri.com/finish-quantum-tablet-max--limon-58-li-16915
Finish,DeterjanVeTemizlik,Bulaşık Makinesi Koruyucular,,,,,,Finish Parlatıcı Limon 800 gr,,https://www.cagri.com/Uploads/Images/load.gif,https://www.cagri.com/finish-parlatici-limon-800-gr
Fairy,DeterjanVeTemizlik,Bulaşık Makinesi Tabletleri,,,,,,Fairy Hepsi Bir Arada 22 Yıkama Bulaşık Makinesi Deterjanı Kapsülü Limon Kokulu,,https://www.cagri.com/Uploads/Images/load.gif,https://www.cagri.com/fairy-hepsi-bir-arada-22-yikama-bulasik-makinesi-deterjani-kapsulu-limon-kokulu
Finish,DeterjanVeTemizlik,Bulaşık Makinesi Tabletleri,,,,,,Finish Quantum Tablet Max 58 li,,https://www.cagri.com/Uploads/Images/load.gif,https://www.cagri.com/finish-quantum-tablet-max-58-li-16914
Finish,DeterjanVeTemizlik,Bulaşık Makinesi Koruyucular,,,,,,Finish Makine Temizleyici Tablet 3'lü,,https://www.cagri.com/Uploads/Images/load.gif,https://www.cagri.com/finish-makine-temizleyici-tablet-3lu
Kalyon,DeterjanVeTemizlik,Bulaşık Makinesi Koruyucular,,,,,,Kalyon Bulaşık Makinesi Temizleyici 250 ml,,https://www.cagri.com/Uploads/Images/load.gif,https://www.cagri.com/kalyon-bulasik-makinesi-temizleyici-250-ml
Fairy,DeterjanVeTemizlik,Bulaşık Makinesi Tabletleri,,,,,,Fairy Hepsi Bir Arada 70 Yıkama Bulaşık Makinesi Deterjanı Kapsülü Limon Kokulu,,https://www.cagri.com/Uploads/Images/load.gif,https://www.cagri.com/fairy-hepsi-bir-arada-70-yikama-bulasik-makinesi-deterjani-kapsulu-limon-kokulu
Pril,DeterjanVeTemizlik,Bulaşık Makinesi Jel Deterjanlar,,,,,,Pril Jel Gold Yağ Çözücü 540 ml,,https://www.cagri.com/Uploads/Images/load.gif,https://www.cagri.com/pril-jel-gold-yag-cozucu-540-ml
Pril,DeterjanVeTemizlik,Bulaşık Makinesi Tabletleri,,,,,,Pril Bulaşık Tableti Gold 70'li Doypack,,https://www.cagri.com/Uploads/Images/load.gif,https://www.cagri.com/pril-bul.tablet-gold-70li--doypack-11671
Finish,DeterjanVeTemizlik,Bulaşık Makinesi Koruyucular,,,,,,Finish Parlatıcı Normal 400 ml,,https://www.cagri.com/Uploads/Images/load.gif,https://www.cagri.com/finish-parlatici-normal-400-gr
Pril,DeterjanVeTemizlik,Elde Bulaşık Yıkama Ürünleri,,,,,,Pril Amasya Elması 1306 ml,,https://www.cagri.com/Uploads/Images/load.gif,https://www.cagri.com/pril-amasya-elmasi-1350-ml-14538
Fairy,DeterjanVeTemizlik,Bulaşık Makinesi Tabletleri,,,,,,Fairy Hepsi Bir Arada 84 Yıkama Bulaşık Makinesi Deterjanı Kapsülü Limon Kokulu,,https://www.cagri.com/Uploads/Images/load.gif,https://www.cagri.com/fairy-hepsi-bir-arada-84-yikama-bulasik-makinesi-deterjani-kapsulu-limon-kokulu
Fairy,DeterjanVeTemizlik,Bulaşık Makinesi Tabletleri,,,,,,Fairy Hepsi Bir Arada 36 Yıkama Bulaşık Makinesi Deterjanı Kapsülü Limon Kokulu,,https://www.cagri.com/Uploads/Images/load.gif,https://www.cagri.com/fairy-hepsi-bir-arada-36-yikama-bulasik-makinesi-deterjani-kapsulu-limon-kokulu
Marc,DeterjanVeTemizlik,Bulaşık Makinesi Koruyucular,,,,,,Marc Makine Temizleyici Sıvı 250 ml,,https://www.cagri.com/Uploads/Images/load.gif,https://www.cagri.com/marc-makine-temizleyici-sivi-250-ml-12654
Fairy,DeterjanVeTemizlik,Elde Bulaşık Yıkama Ürünleri,,,,,,Fairy 650 ml Sıvı Bulaşık Deterjanı Portakal,,https://www.cagri.com/Uploads/Images/load.gif,https://www.cagri.com/fairy-650-ml-sivi-bulasik-deterjani-portakal
Fairy,DeterjanVeTemizlik,Elde Bulaşık Yıkama Ürünleri,,,,,,Fairy 1400 ml Losyon Sıvı Bullaşık Deterjanı,,https://www.cagri.com/Uploads/Images/load.gif,https://www.cagri.com/fairy-1400-ml-sivi-bulasik-deterjani-losyon-12303
Saraylı Beyaz,DeterjanVeTemizlik,Elde Bulaşık Yıkama Ürünleri,,,,,,Saraylı Beyaz Bulaşık Deterjanı 900 ml,,https://www.cagri.com/Uploads/Images/load.gif,https://www.cagri.com/sarayli-beyaz-bulasik-deterjani-900-ml
Finish,DeterjanVeTemizlik,Bulaşık Makinesi Tabletleri,,,,,,Finish Hepsi 1 Arada Tablet 22'li,,https://www.cagri.com/Uploads/Images/load.gif,https://www.cagri.com/finish-hepsi-1-arada-tablet-22li
Kalyon,DeterjanVeTemizlik,Bulaşık Makinesi Koruyucular,,,,,,Kalyon Bulaşık Makinesi Parlatıcısı Limon 500 ml,,https://www.cagri.com/Uploads/Images/load.gif,https://www.cagri.com/kalyon-bulasik-makinesi-parlaticisi-500-gr-limon
Kalyon,DeterjanVeTemizlik,Bulaşık Makinesi Tuzları,,,,,,Kalyon Bulaşık Makinesi Tuzu 1.5 kg,,https://www.cagri.com/Uploads/Images/load.gif,https://www.cagri.com/kalyon-bulasik-makinesi-tuzu-15-kg
Viking,DeterjanVeTemizlik,Elde Bulaşık Yıkama Ürünleri,,,,,,Viking Premium Bulaşık Deterjanı Orman Meyveli 750 ml,,https://www.cagri.com/Uploads/Images/load.gif,https://www.cagri.com/viking-premium-bulasik-deterjani-orman-meyveli-750-ml
Fairy,DeterjanVeTemizlik,Elde Bulaşık Yıkama Ürünleri,,,,,,Fairy 650 ml Sıvı Bulaşık Deterjanı Nar,,https://www.cagri.com/Uploads/Images/load.gif,https://www.cagri.com/fairy-650-ml-sivi-bulasik-deterjani-nar
Viking,DeterjanVeTemizlik,Elde Bulaşık Yıkama Ürünleri,,,,,,Viking Premium Bulaşık Deterjanı Nergis&Bergamot 750 ml,,https://www.cagri.com/Uploads/Images/load.gif,https://www.cagri.com/viking-premium-bulasik-deterjani-nergisbergamot-750-ml
Pril,DeterjanVeTemizlik,Elde Bulaşık Yıkama Ürünleri,,,,,,Pril  Limon 653 ml,,https://www.cagri.com/Uploads/Images/load.gif,https://www.cagri.com/pril--limon-675-gr-13578
Finish,DeterjanVeTemizlik,Bulaşık Makinesi Jel Deterjanlar,,,,,,Finish Jel 1300 ml,,https://www.cagri.com/Uploads/Images/load.gif,https://www.cagri.com/finish-jel-1300-ml
Pril,DeterjanVeTemizlik,Elde Bulaşık Yıkama Ürünleri,,,,,,Pril Adana Portakalı 1306 ml,,https://www.cagri.com/Uploads/Images/load.gif,https://www.cagri.com/pril-adana-portakali-1350-ml-14539
Finish,DeterjanVeTemizlik,Bulaşık Makinesi Koruyucular,,,,,,Finish Deo Normal,,https://www.cagri.com/Uploads/Images/load.gif,https://www.cagri.com/finish-deo-normal
Finish,DeterjanVeTemizlik,Bulaşık Makinesi Tabletleri,,,,,,Finish Hepsi Bir Arada Tablet 55'li,,https://www.cagri.com/Uploads/Images/load.gif,https://www.cagri.com/finish-hepsi-bir-arada-tablet-55li
Pril,DeterjanVeTemizlik,Elde Bulaşık Yıkama Ürünleri,,,,,,Pril Bulaşık Deterjanı Klasik Elma 3868 ml,,https://www.cagri.com/Uploads/Images/load.gif,https://www.cagri.com/pril-bulasik-det.4000-gr-klasik-elma-12208
Finish,DeterjanVeTemizlik,Bulaşık Makinesi Koruyucular,,,,,,Finish Parlatıcı Limon 400 gr,,https://www.cagri.com/Uploads/Images/load.gif,https://www.cagri.com/finish-parlatici-limon-400-gr
Frosch,DeterjanVeTemizlik,Elde Bulaşık Yıkama Ürünleri,,,,,,Frosch Bulaşık Deterjanı 750 ml Limon,,https://www.cagri.com/Uploads/Images/load.gif,https://www.cagri.com/frosch-bulasik-det750-ml-limon
Fairy,DeterjanVeTemizlik,Elde Bulaşık Yıkama Ürünleri,,,,,,Fairy 1350 ml Sıvı Bulaşık Deterjanı Limon,,https://www.cagri.com/Uploads/Images/load.gif,https://www.cagri.com/fairy-1350-ml-sivi-bulasik-deterjani-limon
Finish,DeterjanVeTemizlik,Bulaşık Makinesi Tuzları,,,,,,Finish Tuz 1.5 kg,,https://www.cagri.com/Uploads/Images/load.gif,https://www.cagri.com/finish-tuz-15-kg
Fairy,DeterjanVeTemizlik,Bulaşık Makinesi Tabletleri,,,,,,Fairy Hepsi Bir Arada 70 li+ Fairy Bulaşık Deterjanı 1500 ml+ Sünger Hediyeli,,https://www.cagri.com/Uploads/Images/load.gif,https://www.cagri.com/fairy-hepsi-bir-arada-70-li-fairy-bulasik-deterjani-1500-ml-sunger-hediyeli
Bingo,DeterjanVeTemizlik,Elde Bulaşık Yıkama Ürünleri,,,,,,Bingo Sıvı Bulaşık Deterjanı Limon 659 ml,,https://www.cagri.com/Uploads/Images/load.gif,https://www.cagri.com/bingo-sivi-bulasik-deterjani-limon-675-ml
Pril,DeterjanVeTemizlik,Elde Bulaşık Yıkama Ürünleri,,,,,,Pril Limon 3868 ml,,https://www.cagri.com/Uploads/Images/load.gif,https://www.cagri.com/pril-limon-4-kg-12209
Bingo,DeterjanVeTemizlik,Elde Bulaşık Yıkama Ürünleri,,,,,,Bingo Hassas Eller Sıvı Bulaşık Deterjanı 662 ml,,https://www.cagri.com/Uploads/Images/load.gif,https://www.cagri.com/bingo-hassas-eller-sivi-bulasik-deterjani-675-ml
Finish,DeterjanVeTemizlik,Bulaşık Makinesi Koruyucular,,,,,,Finish Bulaşık Makinesi Temizleyici Normal 250 ml,,https://www.cagri.com/Uploads/Images/load.gif,https://www.cagri.com/finish-bulasik-makinesi-temizleyici-normal-250-ml
Viking,DeterjanVeTemizlik,Elde Bulaşık Yıkama Ürünleri,,,,,,Viking Premium Bulaşık Deterjanı Fesleğen&Limon 750 ml,,https://www.cagri.com/Uploads/Images/load.gif,https://www.cagri.com/viking-premium-bulasik-deterjani-feslegenlimon-750-ml
Fairy,DeterjanVeTemizlik,Elde Bulaşık Yıkama Ürünleri,,,,,,Fairy Platinum 1000 ml Bulaşık Deterjanı Hijyen,,https://www.cagri.com/Uploads/Images/load.gif,https://www.cagri.com/fairy-1000-ml-sivi-bulasik-deterjani-platinum-15242
Fairy,DeterjanVeTemizlik,Elde Bulaşık Yıkama Ürünleri,,,,,,Fairy Sıvı Bulaşık Deterjanı Limon 1500 ml,,https://www.cagri.com/Uploads/Images/load.gif,https://www.cagri.com/fairy-sivi-bulasik-deterjani-limon-1500-ml-17172
Fairy,DeterjanVeTemizlik,Bulaşık Makinesi Tabletleri,,,,,,Fairy Platinum 43 Yıkama Bulaşık Makinesi Deterjanı Kapsülü Limon Kokulu,,https://www.cagri.com/Uploads/Images/load.gif,https://www.cagri.com/fairy-platinum-43-yikama-bulasik-makinesi-deterjani-kapsulu-limon-kokulu
Bingo,DeterjanVeTemizlik,Elde Bulaşık Yıkama Ürünleri,,,,,,Bingo Sıvı Bulaşık Deterjanı 4 kg,,https://www.cagri.com/Uploads/Images/load.gif,https://www.cagri.com/bingo-sivi-bulasik-deterjani-4-kg
Pril,DeterjanVeTemizlik,Elde Bulaşık Yıkama Ürünleri,,,,,,Pril Limon Klasik 1306 ml,,https://www.cagri.com/Uploads/Images/load.gif,https://www.cagri.com/pril-limon-klasik-1350-ml-11601
Fairy,DeterjanVeTemizlik,Elde Bulaşık Yıkama Ürünleri,,,,,,Fairy 650 ml Sıvı Bulaşık Deterjanı Limon,,https://www.cagri.com/Uploads/Images/load.gif,https://www.cagri.com/fairy-650-ml-sivi-bulasik-deterjani-limon
Finish,DeterjanVeTemizlik,Bulaşık Makinesi Tabletleri,,,,,,Finish Quantum Tablet Max 40'lı,,https://www.cagri.com/Uploads/Images/load.gif,https://www.cagri.com/finish-quantum-tablet-max-40li-15773
Finish,DeterjanVeTemizlik,Bulaşık Makinesi Tabletleri,,,,,,Finish Quantum Tablet Max Limon 48'lı,,https://www.cagri.com/Uploads/Images/load.gif,https://www.cagri.com/finish-quantum-tablet-max-limon-48li-15775
Fairy,DeterjanVeTemizlik,Elde Bulaşık Yıkama Ürünleri,,,,,,Fairy 750 ml Losyon Sıvı Bullaşık Deterjanı,,https://www.cagri.com/Uploads/Images/load.gif,https://www.cagri.com/fairy-750-ml-sivi-bulasik-deterjani-losyon-12302
Bingo,DeterjanVeTemizlik,Elde Bulaşık Yıkama Ürünleri,,,,,,Bingo Bulaşık Deterjanı Dalında Limon 1200 ml,,https://www.cagri.com/Uploads/Images/load.gif,https://www.cagri.com/bingo-bulasik-deterjani-dalinda-limon-1200-ml
Bingo,DeterjanVeTemizlik,Elde Bulaşık Yıkama Ürünleri,,,,,,Bingo Bulaşık Deterjanı Hassas Eller 1200 ml,,https://www.cagri.com/Uploads/Images/load.gif,https://www.cagri.com/bingo-bulasik-deterjani-hassas-eller-1200-ml
Miss,DeterjanVeTemizlik,Elde Bulaşık Yıkama Ürünleri,,,,,,Miss Sıvı Bulaşık Deterjanı Limon 1000 + 1000 ml,,https://www.cagri.com/Uploads/Images/load.gif,https://www.cagri.com/miss-sivi-bulasik-deterjani-limon-1000--1000-ml
Finish,DeterjanVeTemizlik,Bulaşık Makinesi Tabletleri,,,,,,Finish Tablet H1A 100'lü,,https://www.cagri.com/Uploads/Images/load.gif,https://www.cagri.com/finish-tablet-h1a-100lu
Pril,DeterjanVeTemizlik,Elde Bulaşık Yıkama Ürünleri,,,,,,Pril Losyon Aloe Vera 750 ml,,https://www.cagri.com/Uploads/Images/load.gif,https://www.cagri.com/pril-losyon-aloe-vera-769-gr-13594
Fairy,DeterjanVeTemizlik,Bulaşık Makinesi Tabletleri,,,,,,Fairy Platinum Plus 22 Yıkama Bulaşık Makinesi Deterjanı Kapsülü,,https://www.cagri.com/Uploads/Images/load.gif,https://www.cagri.com/fairy-platinum-plus-22-yikama-bulasik-makinesi-deterjani-kapsulu-15760
Doa,DeterjanVeTemizlik,Elde Bulaşık Yıkama Ürünleri,,,,,,Doa Bulaşık Deterjanı Elma 750 ml,,https://www.cagri.com/Uploads/Images/load.gif,https://www.cagri.com/doa-bulasik-deterjani-elma-750-ml-18112
Doa,DeterjanVeTemizlik,Elde Bulaşık Yıkama Ürünleri,,,,,,Doa Bulaşık Deterjanı Limon 750 ml,,https://www.cagri.com/Uploads/Images/load.gif,https://www.cagri.com/doa-bulasik-deterjani-limon-750-ml-18115
Pril,DeterjanVeTemizlik,Bulaşık Makinesi Tabletleri,,,,,,Pril Hepsi Bir Arada Tablet 45 li,,https://www.cagri.com/Uploads/Images/load.gif,https://www.cagri.com/pril-hepsi-bir-arada-tablet-45-li
Pril,DeterjanVeTemizlik,Bulaşık Makinesi Tabletleri,,,,,,Pril Hepsi Bir Arada Tablet 80 li,,https://www.cagri.com/Uploads/Images/load.gif,https://www.cagri.com/pril-hepsi-bir-arada-tablet-80-li-18159
S.BRITE,DeterjanVeTemizlik,Elde Bulaşık Yıkama Ürünleri,,,,,,S.BRITE YESIL KLASIK 8 LI,,https://www.cagri.com/Uploads/Images/load.gif,https://www.cagri.com/s.brite-yesil-klasik-8-li-15556
Eyüp Sabri Tuncer,DeterjanVeTemizlik,Elde Bulaşık Yıkama Ürünleri,,,,,,Eyüp Sabri Tuncer Mutfak Sabunu Limon 500 ml,,https://www.cagri.com/Uploads/Images/load.gif,https://www.cagri.com/eyup-sabri-tuncer-mutfak-sabunu-limon-500-ml-18579
Eyüp Sabri Tuncer,DeterjanVeTemizlik,Elde Bulaşık Yıkama Ürünleri,,,,,,Eyüp Sabri Tuncer Mutfak Sabunu Greyfurt 500 ml,,https://www.cagri.com/Uploads/Images/load.gif,https://www.cagri.com/eyup-sabri-tuncer-mutfak-sabunu-greyfurt-500-ml-18578
Eyüp Sabri Tuncer,DeterjanVeTemizlik,Elde Bulaşık Yıkama Ürünleri,,,,,,Eyüp Sabri Tuncer Mutfak Sabunu Portakal 500 ml,,https://www.cagri.com/Uploads/Images/load.gif,https://www.cagri.com/eyup-sabri-tuncer-mutfak-sabunu-portakal-500-ml-18580
Boron,DeterjanVeTemizlik,Bulaşık Makinesi Jel Deterjanlar,,,,,,Boron Jel Bulaşık Makinesi Temiz. Ürünü 820ml+110ml Doğal Parlatıcı Hediyeli,,https://www.cagri.com/Uploads/Images/load.gif,https://www.cagri.com/boron-jel-bulasik-makinesi-temiz.-urunu-820ml110ml-dogal-parlatici-hediyeli-18736
Boron,DeterjanVeTemizlik,Elde Bulaşık Yıkama Ürünleri,,,,,,Boron Sıvı Elde Bulaşık Temizlik Ürünü 650 ml,,https://www.cagri.com/Uploads/Images/load.gif,https://www.cagri.com/boron-sivi-elde-bulasik-temizlik-urunu-650-ml-18737
Finish,DeterjanVeTemizlik,Bulaşık Makinesi Koruyucular,,,,,,Finish Bulaşık Makinesi temizleyici Limon 250 ml,,https://www.cagri.com/Uploads/Images/load.gif,https://www.cagri.com/finish-bulasik-makinesi-temizleyici-limon-250-ml-13783
LIFE BY FAKIR,DeterjanVeTemizlik,Bulaşık Makinesi Tabletleri,,,,,,Life By Fakir Bulaşık Makinesi Deterjanı 30 lu,,https://www.cagri.com/Uploads/Images/load.gif,https://www.cagri.com/life-by-fakir-bulasik-makinesi-deterjani-30-lu-18827
Peros,DeterjanVeTemizlik,Elde Bulaşık Yıkama Ürünleri,,,,,,Peros Bulaşık Deterjanı Limon 4 kg,,https://www.cagri.com/Uploads/Images/load.gif,https://www.cagri.com/peros-bulasik-deterjani-limon-4-kg-19190
Fairy,DeterjanVeTemizlik,Bulaşık Makinesi Tabletleri,,,,,,Fairy Platinum Plus 50 Yıkama Bulaşık Makinesi Deterjanı Kapsülü,,https://www.cagri.com/Uploads/Images/load.gif,https://www.cagri.com/fairy-platinum-plus-50-yikama-bulasik-makinesi-deterjani-kapsulu-19200
Persil,DeterjanVeTemizlik,Toz Deterjan,,,,,,Persil Toz Deterjan Color 1500 gr,,https://www.cagri.com/Uploads/Images/load.gif,https://www.cagri.com/persil-toz-det.-1500-gr-color-11621
Persil,DeterjanVeTemizlik,Çamaşır Deterjanı,,,,,,Persil Toz Deterjan Gülün Büyüsü 1500 gr,,https://www.cagri.com/Uploads/Images/load.gif,https://www.cagri.com/persil-toz-det.-1500-gr-gulun-buyusu-11608
Yumoş,DeterjanVeTemizlik,Klasik Yumuşatıcılar,,,,,,Yumoş Extra Vanilya Pamuk Çiçeği 1200 ml,,https://www.cagri.com/Uploads/Images/load.gif,https://www.cagri.com/yumos-extra-vanilya-pamuk-cicegi-1200-ml-12776
Yumoş,DeterjanVeTemizlik,Klasik Yumuşatıcılar,,,,,,Yumoş Extra Kiraz Çiçeği  Badem 1200 ml,,https://www.cagri.com/Uploads/Images/load.gif,https://www.cagri.com/yumos-extra-kiraz-cicegi--badem-1200-ml-12777
Yumoş,DeterjanVeTemizlik,Klasik Yumuşatıcılar,,,,,,Yumoş Extra Yasemin Aloe Vera 1200 ml,,https://www.cagri.com/Uploads/Images/load.gif,https://www.cagri.com/yumos-extra-yasemin-aloe-vera-1200-ml-12778
